gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,0,1,0,-0.8728084241667845,1,1,0,1,0,0,1,1,1,1.2366040538694991,-0.5020494704048025,1,False,True,False,True,False,False,False,False,True,False
1,0,0,0,0.1865345690172827,1,1,1,1,1,1,1,1,1,0.8576629994563706,0.4744307461017124,0,True,False,False,False,True,False,True,False,False,False
0,0,1,0,1.3273654847539706,1,1,0,1,1,1,1,1,1,1.424412558907585,2.117501103628285,0,False,True,False,False,False,True,True,False,False,False
1,0,0,0,-1.2802480369298874,1,0,0,0,0,0,0,0,0,-0.6148886418156984,-0.9869365539232976,1,True,False,False,True,False,False,False,False,False,True
0,0,0,0,-0.6690886177852331,1,1,0,0,1,0,0,1,1,0.0133557378692252,-0.5470505918450341,1,True,False,False,True,False,False,False,True,False,False
0,0,1,1,1.6125732136881423,1,0,1,1,1,0,0,1,0,0.131359311831208,1.149249033345891,0,True,False,False,False,False,True,False,True,False,False
0,0,0,0,-1.2802480369298874,0,0,0,0,0,0,0,0,1,-1.3262341299245533,-0.9963779656764442,0,True,False,False,True,False,False,False,False,False,True
1,0,0,0,-1.1580161531009563,0,0,1,1,0,1,0,0,0,-0.7445263709570317,-0.9427736886667566,0,True,False,False,True,False,False,False,False,False,True
0,0,1,0,1.6125732136881423,1,1,1,1,0,1,0,0,0,-0.0016024616470825,1.1124319393832698,0,True,False,False,False,False,True,True,False,False,False
1,0,0,0,-0.0986731599168891,1,1,1,1,1,0,0,0,0,0.8510149107824564,0.2370718898777459,0,False,True,False,False,True,False,True,False,False,False
0,0,0,0,-1.1172721918246462,1,0,0,1,0,0,1,0,1,0.6814886495976356,-0.8218662638560168,0,False,True,False,True,False,False,False,False,False,True
1,0,0,1,0.8384379494382472,1,0,1,1,1,0,0,1,0,1.0354993714835847,1.2148536094063065,0,False,True,False,False,True,False,False,False,True,False
0,1,0,0,-1.2802480369298874,0,0,0,0,0,0,0,0,0,-1.3145999747452028,-0.996223550063659,1,True,False,False,True,False,False,False,False,True,False
0,0,0,0,-1.1987601143772668,1,0,1,1,0,0,0,0,0,-0.3140626293210656,-0.9344793643228708,1,True,False,False,True,False,False,False,False,True,False
1,0,0,0,-1.1987601143772668,1,0,0,0,1,1,1,0,1,0.8327326669291911,-0.8995152577136712,0,False,True,False,True,False,False,False,False,False,True
1,1,0,0,1.4088534073065913,1,1,0,0,1,0,1,1,1,1.216659787847756,2.0108219745670297,0,False,True,False,True,False,False,False,True,False,False
1,0,1,1,-0.3838808888510611,1,0,1,0,0,1,0,0,0,-0.2525678090873561,-0.3793993551069165,0,True,False,False,False,True,False,False,True,False,False
1,0,1,1,1.6125732136881423,1,0,0,1,1,0,1,1,1,0.3524082602388664,1.4104540720585288,0,True,False,False,False,False,True,True,False,False,False
0,0,0,0,-0.2616490050221303,0,0,0,0,1,1,1,0,1,-0.6763834620494076,-0.4850858123716956,0,True,False,False,True,False,False,False,True,False,False
0,1,0,0,1.5718292524118322,1,1,1,1,1,1,1,1,0,0.8327326669291911,1.7692277186781005,0,True,False,False,False,False,True,False,False,False,True
0,0,1,0,1.4495973685829016,1,1,0,0,1,0,1,0,1,0.8360567112661487,1.6284227391913368,0,False,True,False,False,False,True,True,False,False,False
0,0,0,0,-1.2395040756535771,1,1,0,0,0,0,0,0,1,0.3690284819236528,-0.9441193104353126,1,False,True,False,True,False,False,False,False,True,False
0,0,1,1,1.2866215234776603,1,1,1,1,1,1,1,1,1,0.8576629994563706,1.5592224852903531,0,True,False,False,False,False,True,False,False,False,True
1,0,1,0,-0.4246248501273714,1,0,0,0,0,0,0,0,1,-1.4741541029191516,-0.799321584389391,0,False,False,True,True,False,False,True,False,False,False
1,1,0,0,-0.22090504374582,1,1,0,1,0,1,1,1,1,1.3246912287988668,0.3003161129998752,0,False,True,False,False,True,False,True,False,False,False
1,0,1,1,1.1236456783724194,1,1,0,1,0,1,1,1,1,1.2947748297662514,1.6265035737181504,0,False,True,False,True,False,False,True,False,False,False
1,0,0,0,0.7569500268856267,1,1,1,0,0,1,0,0,0,-0.16281861198951,0.3354346352218598,0,True,False,False,False,True,False,False,True,False,False
0,0,0,0,-0.9950403079957154,1,0,1,0,0,0,1,0,0,0.6698544944182854,-0.7124738318843951,1,False,True,False,True,False,False,False,False,True,False
0,0,0,1,-1.0357842692720256,1,0,0,0,0,0,0,0,1,0.2078123315812251,-0.7988362781777806,0,False,True,False,True,False,False,False,False,True,False
0,0,1,1,-0.3431369275747509,1,0,0,0,0,0,0,0,1,-1.499084435446331,-0.7893948664246341,0,False,False,True,False,False,True,False,False,False,True
0,0,0,1,-0.3431369275747509,1,0,0,0,0,0,0,0,0,-1.454209836897408,-0.7728503364833724,0,False,False,True,False,True,False,True,False,False,False
1,1,0,0,0.2680224915699033,1,1,0,0,0,0,1,1,1,1.025527238472713,0.6510822071278763,1,False,True,False,True,False,False,True,False,False,False
0,0,0,0,-1.1580161531009563,0,0,1,0,1,0,0,0,0,-0.9905056518918692,-0.9474723351700748,0,True,False,False,True,False,False,False,False,False,True
0,0,1,0,-0.6283446565089229,1,0,0,0,0,0,0,0,0,-1.5107185906256817,-0.871918981771647,0,False,False,True,False,True,False,False,False,False,True
0,0,1,0,-0.7098325790615434,1,1,0,0,0,0,0,0,0,-1.3162619969136813,-0.8362269158450318,0,False,False,True,False,False,True,False,False,False,True
0,1,0,0,1.5310852911355222,1,1,0,1,1,1,1,0,1,0.3557323045758235,1.292392306397686,0,True,False,False,False,False,True,True,False,False,False
0,0,0,1,-1.2802480369298874,1,0,0,0,0,0,0,1,1,0.4920181223910713,-0.9722450113354572,1,False,True,False,True,False,False,False,False,True,False
0,0,1,1,0.0643026851883519,0,0,1,0,1,1,1,1,0,-0.1179440134405869,-0.1279886781195051,0,True,False,False,False,True,False,False,False,False,True
0,0,1,0,-0.2616490050221303,1,1,0,1,0,0,0,0,0,0.4820459893801996,-0.1180178414082381,0,False,True,False,True,False,False,True,False,False,False
1,0,1,1,0.9199258719908678,1,0,0,0,0,0,0,0,0,-1.472492080750673,-0.4876667590425323,0,False,False,True,False,False,True,False,False,False,True
0,0,1,0,-0.22090504374582,1,1,0,0,1,0,0,1,0,0.8427047999400633,0.061810169366648,0,False,True,False,True,False,False,True,False,False,False
1,0,1,1,-0.2616490050221303,1,0,0,0,1,0,0,0,0,-0.4802648461689289,-0.4400846909314641,0,True,False,False,False,True,False,False,False,False,True
1,0,0,0,0.2680224915699033,1,1,0,0,0,0,0,0,1,0.277617262657328,0.197453255511738,0,False,True,False,True,False,False,False,True,False,False
1,1,0,0,-0.506112772679992,1,0,0,0,0,0,0,0,0,0.2161224424236182,-0.394465907040092,1,False,True,False,True,False,False,False,True,False,False
1,0,1,0,-0.3431369275747509,1,0,1,0,0,1,0,0,0,-0.3722334052178177,-0.4270476013377499,0,True,False,False,True,False,False,False,False,False,True
0,0,1,0,1.4495973685829016,1,1,0,1,1,1,0,0,0,0.8443668221085419,1.7710807060315217,0,False,True,False,False,False,True,False,True,False,False
1,1,1,0,-0.6690886177852331,1,0,0,1,0,0,0,0,1,0.3158437725323362,-0.4875344028030023,1,False,True,False,True,False,False,False,True,False,False
0,0,0,0,-1.2802480369298874,1,0,0,0,0,0,0,0,0,0.2094743537497036,-0.97599510478881,0,False,True,False,True,False,False,False,False,False,True
1,0,1,0,1.5310852911355222,0,0,0,1,1,1,0,1,1,-0.4569965358102282,0.596419080201948,0,True,False,False,False,True,False,True,False,False,False
1,1,0,0,-1.1987601143772668,1,0,0,0,0,0,1,0,1,0.5019902554019434,-0.8922577239127711,1,False,True,False,True,False,False,False,False,True,False
0,0,1,0,-0.3431369275747509,1,0,0,1,1,0,1,1,1,1.1468548567716528,0.0653176097141954,1,False,True,False,True,False,False,False,True,False,False
1,0,1,1,1.6125732136881423,1,1,1,1,1,1,1,1,1,0.902537598005294,1.911047429334595,0,True,False,False,False,False,True,False,True,False,False
1,0,0,0,-1.2802480369298874,1,0,0,0,0,0,0,0,1,-1.4974224132778524,-0.9986500811217108,0,False,False,True,True,False,False,False,False,False,True
0,0,0,0,-0.0579291986405789,0,0,1,1,0,1,0,1,1,-0.4968850678537152,-0.3367144678584616,0,True,False,False,False,False,True,True,False,False,False
0,0,1,0,-1.2802480369298874,0,0,0,0,0,0,0,0,1,-1.3295581742615106,-0.996422084422954,1,True,False,False,True,False,False,False,False,True,False
1,0,1,0,0.7162060656093164,1,1,0,0,0,1,1,1,0,1.1501789011086103,1.2249347429838486,0,False,True,False,False,True,False,False,False,True,False
0,0,0,0,1.1643896396487294,1,1,0,1,1,1,1,1,0,0.7928441348857043,1.3403052651075795,0,True,False,False,False,False,True,False,True,False,False
1,1,1,0,-0.8728084241667845,1,0,0,0,0,0,0,0,1,0.1795579547170885,-0.6391043564382136,0,False,True,False,True,False,False,False,False,True,False
0,0,0,0,-1.2395040756535771,1,0,0,0,0,0,0,0,0,-0.6398189743428778,-0.9701273115029756,0,True,False,False,True,False,False,False,False,True,False
0,1,0,0,1.2866215234776603,1,1,0,1,1,1,0,1,0,0.327477927711687,1.14093264962875,0,True,False,False,True,False,False,False,True,False,False
0,0,0,0,-0.5876006952326126,0,0,1,1,0,1,0,0,1,-0.8176553463700914,-0.6932601177792765,0,True,False,False,False,True,False,False,False,False,True
0,0,1,0,0.512486259227765,1,1,0,0,0,0,0,0,0,-1.3062898639028098,-0.51277032580674,0,False,False,True,False,False,True,False,False,False,True
1,0,1,1,-0.0579291986405789,1,1,0,0,0,0,0,1,0,-0.1694667006634244,-0.201975816016827,0,True,False,False,True,False,False,True,False,False,False
0,0,1,1,1.1643896396487294,1,1,0,0,0,0,0,0,1,-1.3528264846202114,-0.3228170627078018,0,False,False,True,False,False,True,False,False,False,True
0,1,0,0,-0.0579291986405789,1,0,1,0,0,0,0,0,1,0.2909134400051568,-0.0832302097850787,0,False,True,False,True,False,False,False,True,False,False
0,0,1,0,1.0014137945434884,1,0,0,0,0,0,0,0,0,-1.4924363467724169,-0.5151747974915367,0,False,False,True,False,False,True,True,False,False,False
0,0,1,1,-0.1801610824695097,1,1,0,0,0,1,0,1,1,0.8526769329509349,0.0996861132455095,0,False,True,False,False,True,False,False,False,True,False
1,0,0,0,0.1865345690172827,1,0,1,1,1,1,0,0,0,0.0266519152170539,0.0134560231916541,0,True,False,False,False,False,True,True,False,False,False
0,0,1,0,0.5532302205040753,1,1,0,1,0,1,1,1,1,1.274830563744508,1.0197384529656948,0,False,True,False,False,True,False,False,False,True,False
0,0,0,0,-0.5468567339563023,1,0,0,0,0,0,0,0,0,-1.4924363467724169,-0.8452050807598231,0,False,False,True,True,False,False,False,False,False,True
0,0,0,0,1.24587756220135,1,0,0,0,0,0,0,0,1,-1.4691680364137156,-0.43439337263167,0,False,False,True,False,False,True,False,False,False,True
1,0,0,1,1.490341329859212,1,1,1,1,1,1,1,0,1,0.4870320558856357,1.420292552530266,0,True,False,False,False,False,True,False,True,False,False
0,0,1,1,-0.5468567339563023,1,1,0,0,0,1,0,1,1,0.8161124452444047,-0.263146458052985,0,False,True,False,False,True,False,True,False,False,False
0,0,1,0,-0.0579291986405789,1,0,0,1,0,0,0,1,1,0.6332900067117551,0.1724379262405506,0,False,True,False,True,False,False,True,False,False,False
0,1,0,0,-0.5876006952326126,1,0,0,0,0,0,0,0,0,-1.477478147256109,-0.8443006464563676,0,False,False,True,False,True,False,True,False,False,False
0,0,0,0,0.4717422979514547,1,1,0,0,0,0,0,0,1,-0.4869129348428435,-0.06361942696137,0,True,False,False,True,False,False,False,False,False,True
1,1,1,0,-1.2802480369298874,1,0,0,0,0,0,0,0,1,0.1828819990540456,-0.97634805476089,1,False,True,False,True,False,False,False,False,True,False
1,0,0,0,-1.2802480369298874,1,0,0,0,0,0,1,1,1,0.8343946890976701,-0.967700780444924,1,False,True,False,True,False,False,False,False,True,False
0,0,0,0,-0.8728084241667845,0,0,0,0,0,0,1,0,1,-0.9639132971962112,-0.8471463056062645,0,True,False,False,True,False,False,False,False,False,True
0,0,0,0,-0.4246248501273714,1,0,0,0,0,0,0,0,0,-1.4608579255713223,-0.8085424024099874,0,False,False,True,False,True,False,True,False,False,False
1,0,1,0,-0.3838808888510611,1,1,0,1,1,0,0,0,0,0.6465861840595843,-0.1390624834935229,0,False,True,False,True,False,False,False,False,True,False
0,0,0,0,0.1865345690172827,1,0,0,1,1,0,0,0,0,0.5069763219073791,0.3246255423269022,0,False,True,False,False,True,False,False,False,True,False
1,0,1,0,0.5532302205040753,0,0,1,0,1,1,0,0,0,-0.811007257696177,-0.1943873916171017,0,True,False,False,False,False,True,False,True,False,False
0,0,0,0,-0.506112772679992,1,0,0,0,0,0,0,0,1,-1.5107185906256817,-0.8159984705701827,0,False,False,True,False,True,False,False,True,False,False
0,0,0,0,-1.2802480369298874,1,0,0,0,0,1,0,0,1,-0.4653066466526213,-0.984951210330346,1,True,False,False,True,False,False,False,False,True,False
0,0,1,1,1.0421577558197987,1,1,1,0,1,1,1,0,0,0.3657044375866952,0.9408100154592496,0,True,False,False,False,False,True,False,False,False,True
0,0,1,1,1.5718292524118322,1,1,1,1,1,1,0,0,1,1.0089070167879266,1.9798506145169883,0,False,True,False,False,True,False,False,True,False,False
0,0,0,0,-0.1394171211931994,1,1,0,0,0,0,1,1,1,0.2061503094127465,-0.0896494874022883,0,True,False,False,False,True,False,False,True,False,False
0,0,1,0,1.2866215234776603,1,1,1,1,1,1,0,1,1,0.5485268761193449,1.255619331181575,0,True,False,False,False,False,True,False,False,False,True
1,1,0,0,-1.2802480369298874,1,1,0,0,0,0,0,0,1,0.2942374843421143,-0.974870076752804,1,False,True,False,True,False,False,False,False,True,False
1,0,0,0,-1.2802480369298874,1,0,0,0,0,0,0,0,0,-1.487450280266981,-0.9985177248821806,1,False,False,True,True,False,False,True,False,False,False
1,0,1,1,1.5310852911355222,0,0,0,1,1,1,1,1,0,-0.1478604124732022,0.8185790282532086,0,True,False,False,False,True,False,False,False,True,False
1,0,0,0,-0.791320501614164,1,0,0,0,0,0,0,0,1,-1.4907743246039378,-0.8939783550266623,0,False,False,True,False,True,False,False,False,False,True
1,0,0,0,1.0014137945434884,0,0,0,1,0,0,1,0,1,-0.847571745402707,-0.0758182603713936,1,True,False,False,True,False,False,False,False,True,False
0,1,0,0,1.0014137945434884,1,1,1,0,1,1,0,1,0,1.213335743510798,1.5425235397363066,0,False,True,False,False,False,True,False,True,False,False
0,0,1,1,-1.076528230548336,1,0,0,0,0,0,0,0,0,-1.485788258098502,-0.9630903714346258,0,False,False,True,False,False,True,False,False,False,True
1,1,1,0,1.24587756220135,0,0,1,0,0,1,0,0,0,-0.9539411641853394,0.0068823299616594,0,True,False,False,False,True,False,True,False,False,False
0,0,0,0,-0.9950403079957154,1,0,0,0,0,0,0,0,0,-1.5157046571311177,-0.9381632796564584,0,False,False,True,True,False,False,False,False,False,True
1,0,1,1,-0.3838808888510611,1,1,0,0,0,0,0,0,1,-0.5467457329080743,-0.5365503301756467,1,True,False,False,False,True,False,False,True,False,False
0,0,0,0,0.3087664528462136,1,0,0,0,1,0,0,0,1,-0.4835888905058862,-0.1145986385537107,0,True,False,False,False,True,False,False,False,False,True
0,0,1,1,1.082901717096109,1,1,0,0,0,0,0,0,0,-1.3079518860712882,-0.3305599027203122,0,False,False,True,False,False,True,False,False,False,True
0,0,0,0,-0.5876006952326126,1,0,0,0,0,0,0,0,0,-1.485788258098502,-0.827778175888361,0,False,False,True,False,True,False,False,False,False,True
1,0,0,0,-0.6283446565089229,1,0,0,1,1,0,0,1,1,0.8692971546357213,-0.296081102322723,0,False,True,False,True,False,False,False,True,False,False
1,1,0,0,0.5532302205040753,1,0,1,0,0,0,0,1,0,0.6715165165867639,0.7438859904117264,1,False,True,False,True,False,False,False,False,True,False
0,0,1,1,-0.6690886177852331,1,0,0,0,0,0,0,0,0,-1.4758161250876305,-0.8655658822742024,0,False,False,True,True,False,False,False,False,True,False
1,0,0,0,-0.4246248501273714,1,1,0,0,0,0,0,1,0,0.606697652016097,-0.2135349276024551,0,False,True,False,True,False,False,False,False,True,False
0,0,1,0,1.2051336009250395,1,0,1,0,1,1,1,1,0,0.5385547431084732,1.1923530486861906,0,True,False,False,False,False,True,False,False,False,True
1,0,1,0,0.960669833267178,0,0,0,0,1,1,1,1,1,-0.3572752057015101,0.298463125646454,0,True,False,False,False,True,False,True,False,False,False
0,1,1,0,-1.1172721918246462,1,1,0,1,0,0,0,0,1,0.5385547431084732,-0.8433962121529118,1,False,True,False,True,False,False,False,False,True,False
0,0,1,0,1.6125732136881423,1,1,1,1,0,1,1,1,1,0.7180531373041658,1.6657692581120778,0,True,False,False,False,False,True,True,False,False,False
0,0,0,0,-0.9542963467194052,1,0,0,0,0,0,0,0,0,-0.6531151516907069,-0.823631013716418,1,True,False,False,True,False,False,False,False,True,False
1,0,1,0,1.368109446030281,1,1,1,1,1,1,1,1,0,1.695322172369602,2.4966134923889807,0,False,True,False,False,True,False,True,False,False,False
1,0,1,0,-0.1801610824695097,1,1,0,1,1,0,1,0,0,1.0571056596738069,0.1769380383845736,0,False,True,False,True,False,False,False,True,False,False
0,0,1,1,0.960669833267178,1,0,0,0,0,0,1,1,0,0.8011542457280975,1.1844557930608954,0,False,True,False,False,True,False,True,False,False,False
1,0,0,0,-1.2802480369298874,1,0,0,0,0,0,0,0,1,-0.6298468413320059,-0.9871350882825928,1,True,False,False,True,False,False,False,False,False,True
1,1,0,0,-0.3431369275747509,1,1,0,1,1,0,1,1,1,1.2681824750705932,0.0941492105585005,1,False,True,False,True,False,False,False,True,False,False
0,0,0,0,0.7569500268856267,1,0,0,0,0,0,0,0,0,-1.4675060142452372,-0.5570214285563011,0,False,False,True,False,False,True,True,False,False,False
1,0,1,1,-1.1580161531009563,1,0,0,0,0,1,0,1,0,-0.1112959247666722,-0.9060889509436658,1,True,False,False,True,False,False,False,True,False,False
1,0,1,1,-0.3838808888510611,1,1,0,1,0,1,0,0,0,-0.1694667006634244,-0.3834362204125843,0,True,False,False,False,False,True,False,False,False,True
0,0,1,1,-0.0986731599168891,1,0,0,0,1,0,0,1,0,0.7197151594726443,0.1123923122403985,0,False,True,False,False,True,False,False,False,True,False
1,0,1,0,1.1643896396487294,1,0,0,0,0,0,0,0,1,-1.4708300585821945,-0.4549968272518545,0,False,False,True,False,True,False,False,True,False,False
0,0,0,0,-0.0579291986405789,1,0,0,0,0,0,0,0,0,-1.459195903402844,-0.7032309544905436,0,False,False,True,False,False,True,False,True,False,False
1,0,0,0,-1.2802480369298874,1,0,0,0,0,0,0,0,1,0.1596136886953446,-0.9766568859864604,1,False,True,False,True,False,False,False,False,True,False
0,0,1,1,-1.1580161531009563,1,0,0,0,0,0,0,0,0,-1.477478147256109,-0.9736788705970332,1,False,False,True,True,False,False,False,False,False,True
1,0,0,0,-0.7505765403378537,1,0,0,0,1,0,0,0,0,0.3873107257769176,-0.5143144819345912,0,False,True,False,True,False,False,False,False,True,False
0,0,1,0,0.7162060656093164,1,1,1,0,1,0,1,1,1,1.3163811179564735,1.301326352565967,0,False,True,False,False,True,False,False,False,False,True
1,0,0,0,-1.076528230548336,1,0,0,0,0,0,0,0,1,0.1429934670105583,-0.8154469862388073,0,False,True,False,True,False,False,False,False,True,False
0,0,0,1,-0.7098325790615434,1,0,0,1,0,0,0,1,1,0.7014329156193795,-0.447253987239344,1,False,True,False,True,False,False,True,False,False,False
0,0,1,0,0.8791819107145575,1,1,0,0,0,0,1,1,1,0.17789593254861,0.6319346711425229,1,True,False,False,False,True,False,False,True,False,False
1,1,0,0,0.797693988161937,1,1,0,1,1,1,1,1,1,1.52745793335326,1.5656417629075627,0,False,True,False,True,False,False,False,False,True,False
0,0,0,0,-0.0986731599168891,1,1,0,1,0,0,1,1,1,1.1767712558042684,0.3090516248088614,1,False,True,False,True,False,False,False,False,True,False
1,0,1,1,-1.1987601143772668,1,0,0,0,1,0,0,0,1,-0.4869129348428435,-0.9331778613008248,1,True,False,False,True,False,False,False,False,True,False
1,0,1,1,-0.0579291986405789,1,0,0,0,1,1,0,0,0,-0.3473030726906382,-0.2807277785372323,0,True,False,False,True,False,False,False,False,False,True
1,1,1,0,1.0421577558197987,0,0,0,1,1,0,0,1,1,-0.648129085185271,0.1623126739164983,1,True,False,False,True,False,False,False,False,True,False
0,0,1,1,1.6125732136881423,0,0,0,1,1,1,1,1,1,-0.1594945676525527,0.8738598176302775,0,True,False,False,False,False,True,False,False,True,False
1,0,0,0,-0.7098325790615434,1,1,0,0,0,0,0,0,0,-0.4403763141254418,-0.669634529023155,1,True,False,False,True,False,False,False,False,True,False
0,0,0,0,-0.7505765403378537,1,0,1,0,0,1,0,0,0,-0.3024284741417151,-0.6565533206829308,0,True,False,False,False,True,False,False,False,False,True
0,1,0,0,-1.2802480369298874,1,1,0,0,0,0,0,0,1,0.3208298390377723,-0.974517126780724,1,False,True,False,True,False,False,False,False,False,True
1,0,1,1,1.1236456783724194,1,1,0,0,0,0,0,0,0,-1.3578125511256471,-0.3427587361303357,0,False,False,True,False,True,False,False,True,False,False
1,0,1,1,-0.4653688114036817,1,0,0,0,0,0,0,0,0,-1.495760391109374,-0.8529038020258236,0,False,False,True,False,True,False,False,False,False,True
1,1,1,0,0.0235587239120416,1,1,0,1,0,0,1,1,1,1.1900674331520973,0.435429774186845,0,False,True,False,True,False,False,True,False,False,False
1,0,1,0,1.3273654847539706,1,1,1,1,1,0,0,0,0,0.829408622592234,1.5381116650853035,1,False,True,False,False,True,False,False,False,True,False
1,1,1,0,1.4088534073065913,1,0,1,1,0,1,0,0,1,-0.1279161464514586,0.8100641101767726,0,True,False,False,False,True,False,True,False,False,False
0,1,0,0,-0.9542963467194052,1,1,0,0,0,0,0,1,1,0.653234272733499,-0.670958091418456,1,False,True,False,True,False,False,False,False,True,False
1,1,1,1,-0.1801610824695097,1,1,0,0,0,0,0,0,1,-0.4586585579787067,-0.3977306942818343,0,True,False,False,False,True,False,False,False,True,False
0,0,1,1,-0.0171852373642686,1,1,0,1,0,0,1,1,1,1.131896657255345,0.3557292586164741,0,False,True,False,True,False,False,False,False,True,False
1,0,1,1,1.4495973685829016,1,0,1,1,1,0,1,1,1,1.278154608081465,2.1137730695481878,0,False,True,False,False,False,True,False,True,False,False
0,0,1,0,-0.2616490050221303,1,1,1,1,1,1,1,1,1,0.8410427777715843,0.0129045388602787,0,True,False,False,False,True,False,False,True,False,False
0,0,1,1,-1.1987601143772668,1,0,0,0,0,0,0,0,0,-0.6813695285548437,-0.9480238195014504,1,True,False,False,True,False,False,False,False,False,True
1,0,1,1,1.490341329859212,1,1,0,0,0,0,0,0,1,-1.2896696422180234,-0.214748193131481,0,False,False,True,False,False,True,True,False,False,False
1,0,1,0,0.1457906077409725,1,1,0,0,0,0,1,1,1,1.0039209502824906,0.5104316432538976,0,False,True,False,True,False,False,True,False,False,False
1,0,0,0,0.797693988161937,1,0,1,1,0,0,1,0,1,-0.0514631267014415,0.4672835091670873,0,True,False,False,False,False,True,False,True,False,False
0,1,1,0,0.0643026851883519,1,0,0,0,1,1,1,0,0,-0.0198847055003474,-0.07809037581666,0,True,False,False,False,True,False,True,False,False,False
0,0,1,0,0.7162060656093164,1,1,1,1,0,1,1,1,0,1.4543289579402,1.468006976880864,1,False,True,False,False,True,False,False,False,True,False
1,1,1,0,-0.0986731599168891,1,1,0,0,1,0,1,1,0,0.3341260163856011,-0.0448027815748418,0,True,False,False,False,False,True,False,False,True,False
0,0,1,1,1.490341329859212,1,1,0,0,0,0,0,0,1,-1.3029658195658524,-0.269080429458584,0,False,False,True,False,False,True,True,False,False,False
0,0,1,0,-1.1580161531009563,1,1,0,1,0,0,1,0,1,0.8925654649944222,-0.8461536338097888,1,False,True,False,True,False,False,False,False,True,False
0,0,1,1,1.4088534073065913,1,0,1,1,1,0,0,0,0,0.6648684279128493,1.4625362523136205,0,False,True,False,False,True,False,True,False,False,False
0,0,0,0,-0.7505765403378537,1,0,0,0,0,0,0,0,1,0.2061503094127465,-0.6041181904557591,1,False,True,False,True,False,False,False,True,False,False
0,0,1,0,0.8384379494382472,1,0,0,0,0,0,0,0,0,-1.4625199477398012,-0.5565581817179458,1,False,False,True,False,True,False,True,False,False,False
1,1,1,0,1.6125732136881423,1,1,0,1,1,1,1,1,1,1.4942174899836873,2.492356033350763,0,False,True,False,False,False,True,True,False,False,False
1,0,0,0,0.5532302205040753,1,0,0,0,0,0,0,0,0,-1.4907743246039378,-0.6071844433382062,0,False,False,True,False,False,True,False,False,True,False
0,0,1,1,1.5718292524118322,1,0,0,0,0,0,0,0,0,-1.494098368940895,-0.4221945392216465,0,False,False,True,False,False,True,True,False,False,False
1,0,0,0,-0.4246248501273714,1,1,0,1,0,0,0,0,1,0.4670877898638917,-0.3013532925306717,0,False,True,False,True,False,False,False,False,False,True
0,0,1,0,-0.6283446565089229,1,1,1,0,0,0,0,0,0,0.4687498120323708,-0.4122237025103795,0,False,True,False,True,False,False,False,False,True,False
1,1,0,0,-0.0171852373642686,1,1,0,0,0,0,1,1,1,1.0421474601574994,0.3246917204466673,1,False,True,False,True,False,False,False,True,False,False
0,0,0,0,-0.9542963467194052,1,0,0,0,0,0,0,0,0,0.1413314448420797,-0.7199299000445903,0,False,True,False,True,False,False,False,False,True,False
0,0,0,0,-0.3838808888510611,1,1,0,0,0,0,0,0,0,-1.3295581742615106,-0.7358788269079666,0,False,False,True,False,True,False,False,True,False,False
1,0,1,0,0.5939741817803856,1,0,0,1,1,0,1,1,0,0.2925754621736353,0.5467854903781632,0,True,False,False,False,False,True,False,False,True,False
0,0,1,1,1.1236456783724194,1,0,0,1,1,1,1,1,1,0.525258565760644,1.1750585000542586,0,True,False,False,False,False,True,True,False,False,False
1,0,1,1,0.7162060656093164,0,0,1,0,0,0,1,0,1,-0.8425856788972709,-0.1155692509769314,0,True,False,False,True,False,False,False,True,False,False
0,1,1,0,1.368109446030281,1,1,0,0,1,1,1,1,1,1.367903805179311,2.070029332383492,1,False,True,False,False,True,False,False,True,False,False
1,1,1,0,0.8791819107145575,1,1,0,1,1,1,1,1,1,1.5174858003423883,1.6740635824559638,0,False,True,False,False,False,True,False,False,True,False
1,0,1,1,1.6125732136881423,1,1,0,0,0,0,0,0,0,-1.3528264846202114,-0.2420576972211901,0,False,False,True,False,False,True,False,True,False,False
0,0,0,1,-1.2802480369298874,1,0,0,0,0,0,1,0,1,0.4837080115486781,-0.9723553082017324,1,False,True,False,True,False,False,False,False,True,False
0,0,0,0,-1.2802480369298874,1,0,0,0,0,0,0,0,0,-0.6863555950602795,-0.9878851069732631,0,True,False,False,True,False,False,True,False,False,False
0,0,1,1,-0.6690886177852331,1,0,1,1,0,1,0,1,0,0.1147390901464217,-0.515505688090362,0,True,False,False,False,False,True,True,False,False,False
0,0,0,0,0.0643026851883519,1,1,0,0,0,1,1,0,0,0.0067076491953105,-0.0555015776035243,0,True,False,False,True,False,False,False,False,False,True
0,0,0,0,-1.1987601143772668,1,0,0,1,0,0,1,0,0,0.6299659623747981,-0.8982799328113904,1,False,True,False,True,False,False,False,False,True,False
0,0,0,0,-0.8320644628904743,1,1,1,0,0,0,0,0,1,0.4704118342008493,-0.59822833779667,1,False,True,False,True,False,False,False,False,True,False
